RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
357,15712240,User356,614,Germany,Male,30,6,121939.23,2,1,0,93791.23,1
358,15939363,User357,645,France,Male,56,1,163564.34,1,1,0,197368.51,0
359,15606006,User358,674,France,Female,41,3,89678.9,2,1,0,38992.6,0
360,15802429,User359,639,Germany,Male,39,2,168974.69,2,1,1,124845.34,0
361,15619420,User360,710,France,Male,53,4,121731.35,1,1,0,56679.05,0
362,15535563,User361,850,France,Female,49,8,106898.59,1,1,1,187987.24,0
363,15592453,User362,721,Germany,Male,38,0,90652.57,1,1,1,177945.36,0
364,15623967,User363,656,Germany,Male,44,8,0.0,1,0,0,54266.53,0
365,15947674,User364,447,Spain,Male,28,7,37474.88,3,1,0,137435.06,0
366,15728017,User365,696,France,Male,32,0,165710.16,2,1,0,98000.36,0
367,15811672,User366,416,Spain,Male,18,1,89539.06,2,1,1,19569.16,0
368,15614480,User367,480,France,Male,51,5,182533.14,1,0,1,48333.04,0
369,15588885,User368,752,Germany,Male,20,8,152920.87,2,1,0,104978.69,0
370,15806946,User369,734,France,Female,45,7,36733.28,2,0,1,125641.43,0
371,15523035,User370,632,France,Female,30,1,143733.65,1,1,1,81494.34,0
372,15842779,User371,444,France,Female,29,3,252505.61,1,1,1,114663.86,0
373,15846739,User372,605,Germany,Male,37,5,42054.42,2,0,1,115599.54,0
374,15977453,User373,568,France,Male,41,0,139849.66,1,1,0,114316.32,1
375,15913139,User374,726,France,Male,45,5,96989.5,1,1,0,41366.72,0
376,15885920,User375,850,France,Male,56,4,95414.68,1,0,1,106903.16,0
377,15560426,User376,676,France,Female,42,4,72493.44,1,1,1,126451.12,0
378,15543883,User377,556,France,Female,47,9,127599.16,1,1,0,26120.08,0
379,15926326,User378,509,France,Male,33,2,138727.83,1,0,1,176397.14,0
380,15714752,User379,643,Germany,Male,46,7,74679.1,2,0,0,172360.12,1
381,15765982,User380,628,France,Male,40,1,82641.27,2,1,1,108139.98,0
382,15536008,User381,511,France,Male,34,2,64149.2,2,1,0,203630.84,0
383,15680697,User382,663,France,Female,38,7,97579.33,2,0,0,60263.52,0
384,15505666,User383,511,France,Female,38,8,104118.47,1,1,0,53215.26,0
385,15659031,User384,783,Germany,Female,40,7,52964.1,1,1,1,69185.01,0
386,15963485,User385,777,France,Male,43,6,107775.02,2,1,1,64610.49,0
387,15551044,User386,780,France,Female,33,8,45337.31,1,1,0,191605.72,0
388,15785177,User387,593,Germany,Male,31,2,55139.67,1,1,0,102511.72,0
389,15792827,User388,711,France,Male,46,0,131091.5,2,1,0,97295.92,0
390,15510192,User389,634,France,Female,22,2,13734.67,1,1,1,118185.43,0
391,15715979,User390,603,France,Female,32,4,99610.02,1,1,1,178980.19,0
392,15614885,User391,609,Germany,Male,54,1,114503.48,2,0,0,108472.2,0
393,15528478,User392,494,France,Female,18,4,56727.65,2,1,1,81448.0,0
394,15966414,User393,476,France,Male,32,4,196085.94,1,1,0,113612.23,0
395,15769596,User394,745,France,Female,45,1,96955.62,1,1,0,162570.17,0
396,15839875,User395,627,France,Male,22,3,27972.94,2,1,0,90110.99,0
397,15504489,User396,675,France,Male,64,0,155458.03,1,1,0,170167.38,0
398,15997937,User397,770,Germany,Female,18,2,107416.86,1,1,0,115352.75,0
399,15722660,User398,442,France,Male,53,3,74197.49,2,1,1,91433.73,0
400,15548465,User399,555,France,Male,54,8,84612.61,2,0,1,124597.9,0
401,15943850,User400,671,Germany,Male,48,1,96297.08,2,1,1,198104.73,1
402,15872186,User401,697,Germany,Male,36,7,68172.63,1,0,0,88123.64,0
403,15795709,User402,604,Spain,Female,42,6,2998.95,2,1,1,168434.38,0
404,15653837,User403,773,Germany,Female,30,4,93165.39,1,0,0,128186.96,1
405,15729621,User404,675,Spain,Female,47,1,55961.91,1,0,0,108038.48,0
406,15681355,User405,504,France,Male,27,9,18315.35,2,0,1,102756.34,0
407,15636790,User406,538,Germany,Male,36,5,59129.4,1,1,1,140847.79,1
408,15657364,User407,746,France,Male,48,6,0.0,1,1,1,130717.06,1
409,15770255,User408,705,France,Female,27,8,74436.75,2,1,1,118654.68,0
410,15865430,User409,422,Spain,Male,35,9,188543.88,1,1,0,132829.86,0
411,15565403,User410,811,Spain,Female,40,3,0.0,2,1,1,57637.55,0
412,15513375,User411,721,France,Male,25,8,124120.27,1,1,0,67968.72,0
413,15861082,User412,811,Germany,Female,50,6,46623.44,2,1,1,50782.79,0
414,15817198,User413,603,France,Female,42,6,102403.48,2,0,1,83209.46,1
415,15514456,User414,614,France,Male,23,4,46710.86,2,1,1,89827.29,0
416,15843029,User415,514,France,Female,38,6,151871.81,2,1,1,82039.98,0
417,15638226,User416,850,France,Male,31,2,115209.88,1,1,1,126647.47,0
418,15871141,User417,628,France,Female,32,7,67670.07,1,1,0,53454.4,1
419,15544847,User418,840,France,Male,39,4,36613.46,1,0,0,88259.95,0
420,15794218,User419,572,Germany,Female,31,7,60122.93,1,1,0,143069.93,1
421,15875412,User420,669,Spain,Female,48,4,158166.2,2,1,1,183475.4,0
422,15956966,User421,449,France,Male,31,8,25409.62,1,1,1,102907.26,0
423,15867093,User422,604,Germany,Male,48,9,155496.98,3,1,1,159564.11,1
424,15812144,User423,768,Germany,Male,38,3,114701.26,1,1,1,167996.53,0
425,15723414,User424,499,France,Male,47,4,3482.26,2,1,1,50056.27,0
426,15689187,User425,778,France,Female,33,3,198313.57,1,1,0,112217.52,0
427,15749841,User426,690,Germany,Male,33,7,120242.61,2,0,1,48555.42,0
428,15946804,User427,524,Germany,Female,27,2,169260.79,2,1,1,81103.1,0
429,15873839,User428,589,France,Female,44,0,235980.54,1,0,1,120360.35,1
430,15865945,User429,594,France,Female,48,9,111538.05,2,0,0,37750.12,0
431,15755464,User430,644,France,Female,60,6,67337.43,2,1,1,126504.24,0
432,15876780,User431,585,France,Female,51,9,47231.65,1,0,1,93341.61,0
433,15618054,User432,550,Spain,Female,41,9,29841.49,1,0,0,88304.42,0
434,15546689,User433,613,Spain,Female,36,4,139841.89,1,1,0,126626.75,1
435,15852945,User434,526,Spain,Female,42,3,94784.1,3,1,1,59669.83,0
436,15936752,User435,495,France,Female,38,4,72427.24,1,0,1,16736.13,0
437,15950018,User436,644,France,Female,53,5,99727.99,1,1,0,101617.83,1
438,15989465,User437,755,Germany,Female,48,1,140423.24,1,1,1,64703.52,0
439,15893837,User438,466,France,Female,30,2,140923.99,3,0,0,90377.61,1
440,15546264,User439,650,France,Female,32,9,62533.88,3,1,1,45940.11,0
441,15670712,User440,572,France,Male,52,8,72192.2,1,1,0,53934.53,1
442,15572025,User441,532,France,Female,42,6,92380.65,1,0,1,49432.6,0
443,15903476,User442,752,France,Female,36,8,225020.34,2,1,0,37010.95,1
444,15706228,User443,587,France,Male,50,9,0.0,1,0,0,59932.63,0
445,15857559,User444,829,Germany,Male,35,0,34741.6,2,1,0,61377.0,1
446,15984819,User445,556,France,Female,36,6,78153.58,2,0,1,101298.18,1
447,15907860,User446,696,France,Male,34,8,120048.0,2,1,0,250000.0,0
448,15823154,User447,622,France,Female,19,5,139448.13,4,1,1,69511.77,0
449,15629019,User448,559,Germany,Female,47,6,161441.91,2,1,0,21724.37,1
450,15712081,User449,720,France,Female,26,7,243607.1,4,1,1,128328.63,0
451,15627872,User450,631,Germany,Female,33,7,66469.38,2,1,1,39165.88,1
452,15769455,User451,722,Spain,Male,31,8,101690.77,1,0,0,55945.92,0
453,15548496,User452,644,Germany,Female,46,0,71620.63,2,0,1,82885.18,0
454,15562621,User453,519,Germany,Female,38,8,155674.6,2,1,0,101779.16,0
455,15546858,User454,637,France,Male,39,2,131808.46,1,1,0,103150.16,1
456,15945467,User455,656,Germany,Female,22,3,105395.25,1,1,1,111630.77,0
457,15729061,User456,765,France,Female,38,6,58312.52,1,1,0,93859.81,0
458,15634225,User457,541,France,Female,24,5,81695.11,2,1,1,153988.67,0
459,15987103,User458,645,Germany,Male,42,6,52075.0,1,0,1,140832.35,0
460,15845605,User459,443,Germany,Female,42,9,97057.3,1,1,1,72879.97,0
461,15692078,User460,728,France,Female,38,8,70233.79,2,1,0,89029.27,0
462,15763460,User461,520,Germany,Male,59,5,45425.01,4,1,1,33001.86,0
463,15537531,User462,433,Spain,Male,44,7,187928.98,2,1,1,131921.64,1
464,15625725,User463,642,France,Male,44,8,70519.65,2,1,0,89339.42,0
465,15619005,User464,782,Germany,Male,40,8,118185.08,2,1,1,192944.16,0
466,15924618,User465,467,France,Male,37,5,33495.41,1,0,0,66148.78,1
467,15834235,User466,519,France,Female,48,4,3365.27,2,0,0,173880.05,1
468,15938745,User467,560,Spain,Female,50,8,68255.67,2,1,1,54384.81,0
469,15779957,User468,514,Germany,Female,25,2,78065.63,1,0,1,16935.08,0
470,15710548,User469,695,France,Female,49,0,152359.28,1,0,0,57355.43,1
471,15947653,User470,553,Germany,Male,44,0,112917.21,2,1,1,116151.86,0
472,15839467,User471,563,Germany,Male,48,0,111597.33,2,1,0,149237.73,0
473,15590857,User472,719,France,Male,43,5,199302.38,4,1,1,56465.4,0
474,15691065,User473,559,France,Female,26,0,87190.73,1,1,1,146747.74,1
475,15872172,User474,701,Germany,Female,27,9,106343.34,1,1,1,73723.4,0
476,15529938,User475,533,France,Male,57,4,40681.55,1,0,0,74140.06,1
477,15604098,User476,504,Germany,Female,41,0,171620.33,1,1,1,84525.08,0
478,15808295,User477,429,France,Female,24,3,95232.75,1,1,0,180186.08,0
479,15840940,User478,850,France,Male,42,8,39593.22,1,1,1,108171.03,0
480,15656557,User479,611,Germany,Male,35,9,166249.02,3,1,1,114206.31,1
481,15808534,User480,679,France,Female,20,6,111992.22,1,0,1,25276.84,0
482,15801240,User481,646,Spain,Male,18,9,162181.39,1,1,0,107363.07,0
483,15861985,User482,669,France,Female,22,3,79817.83,2,1,1,112869.99,0
484,15840637,User483,655,Germany,Male,41,1,146961.46,1,1,1,179085.95,0
485,15874416,User484,850,Germany,Female,38,8,110552.3,1,1,0,56605.29,1
486,15702731,User485,525,France,Female,36,8,78156.27,2,0,0,64632.87,0
487,15849235,User486,463,Germany,Male,41,5,66808.97,1,1,0,54240.81,0
488,15911789,User487,528,France,Male,45,5,30146.27,1,1,0,67305.05,1
489,15894356,User488,489,France,Female,18,6,37491.38,2,1,1,131988.87,0
490,15640075,User489,739,France,Male,35,8,191645.22,2,1,1,60137.32,0
491,15616390,User490,748,France,Female,30,5,34773.72,3,0,0,161549.22,0
492,15692867,User491,534,France,Female,26,3,138337.97,1,1,1,100702.2,1
493,15725526,User492,483,Spain,Female,33,2,74148.29,1,1,0,54414.73,0
494,15837385,User493,607,Germany,Male,37,7,79688.67,1,1,1,67160.57,0
495,15980707,User494,816,Germany,Male,36,9,68513.06,2,1,0,31846.13,0
496,15546597,User495,311,France,Male,24,0,102620.13,1,1,0,27992.18,0
497,15863961,User496,713,France,Female,34,2,113792.44,1,1,1,155278.11,0
498,15821628,User497,520,France,Male,59,4,101944.43,1,1,1,141978.43,0
499,15759445,User498,774,France,Female,28,2,108158.14,1,1,1,50842.31,0
500,15777857,User499,520,France,Male,22,3,24612.49,1,1,1,76797.49,0
501,15941234,User500,615,France,Male,41,7,16673.73,1,0,0,177326.53,0
502,15920204,User501,469,France,Male,44,2,229665.61,1,1,1,63324.91,0
503,15679901,User502,532,Spain,Female,43,7,51699.97,2,0,1,109640.64,0
504,15845890,User503,816,France,Female,27,3,19087.11,1,1,1,123597.21,0
505,15850915,User504,748,France,Male,48,5,132497.86,2,1,0,88952.66,0
506,15854515,User505,601,France,Female,31,4,19566.22,1,1,1,89493.0,0
507,15643100,User506,545,France,Male,27,9,156540.53,1,0,1,82138.37,1
508,15897121,User507,422,France,Male,32,4,189357.47,3,1,1,104439.85,0
509,15564738,User508,602,Germany,Female,37,8,77667.87,2,0,0,22170.63,1
510,15845205,User509,646,France,Male,46,5,96827.77,2,1,0,100932.97,1
511,15837886,User510,639,France,Male,45,3,30067.08,1,1,0,107460.94,0
512,15683494,User511,638,Spain,Female,38,7,53527.45,4,1,0,33679.68,1
513,15560824,User512,515,Germany,Male,48,4,68724.96,2,1,1,120617.34,1
514,15563100,User513,642,Spain,Male,39,8,75543.42,1,1,0,52910.17,0
515,15948369,User514,645,Germany,Male,47,8,86230.14,1,1,0,1000.0,1
516,15944240,User515,804,Germany,Female,24,9,104362.98,1,1,0,3540.28,0
517,15631379,User516,850,Germany,Female,23,7,51437.25,1,1,1,103122.12,0
518,15959661,User517,633,France,Female,46,6,0.0,1,0,0,125846.48,1
519,15613867,User518,558,Spain,Male,25,4,82080.4,1,1,1,77390.88,0
520,15700561,User519,642,France,Female,35,2,59815.54,1,0,0,27148.85,0
521,15708869,User520,577,France,Female,38,6,134651.01,1,1,1,90328.33,0
522,15803557,User521,560,France,Male,34,5,260612.97,1,1,0,143138.77,1
523,15801164,User522,642,France,Male,34,6,77904.45,1,1,0,95965.31,1
524,15974104,User523,524,Germany,Male,52,4,99150.8,1,0,1,26186.36,0
525,15901575,User524,722,France,Male,18,2,43618.14,1,1,1,121041.44,0
526,15550955,User525,637,France,Male,47,2,96274.09,1,1,1,88316.42,0
527,15642503,User526,680,Germany,Male,61,7,78983.77,2,1,1,89609.38,0
528,15970283,User527,628,Germany,Male,39,3,94027.06,1,1,1,101102.34,0
529,15502764,User528,562,Spain,Male,38,8,117666.56,2,0,0,125563.95,1
530,15989597,User529,536,France,Male,46,2,46627.43,4,1,0,92769.59,0
531,15678720,User530,621,France,Male,57,4,92430.51,2,0,0,50940.8,0
532,15529620,User531,584,Germany,Female,27,5,155080.47,1,1,1,92645.5,0
533,15710731,User532,678,France,Male,39,7,180901.81,1,1,1,104586.38,0
534,15566136,User533,649,France,Female,37,0,14662.54,1,1,1,155813.21,0
535,15624708,User534,486,Spain,Female,44,5,66863.19,3,1,1,38075.63,1
536,15623393,User535,658,France,Female,40,5,247489.67,4,1,1,91231.99,0
537,15961238,User536,488,France,Male,45,2,72436.51,2,1,1,55106.85,1
538,15535272,User537,576,France,Female,34,4,66741.28,2,0,0,111173.87,0
539,15608712,User538,614,Germany,Female,39,8,232542.98,1,0,1,71288.18,0
540,15584298,User539,400,Germany,Female,32,0,191014.84,1,0,0,1000.0,1
541,15510047,User540,660,France,Male,32,9,86599.67,1,1,1,144600.01,0
542,15899416,User541,668,Germany,Male,37,2,58645.99,1,1,0,65520.87,0
543,15704497,User542,631,France,Male,37,4,73744.48,1,0,0,44457.43,0
544,15830056,User543,599,France,Male,27,9,63212.76,1,1,0,24140.04,0
545,15768455,User544,605,France,Male,54,3,57315.76,4,1,0,45617.04,0
546,15552441,User545,532,France,Male,37,5,51307.43,1,1,1,34435.33,0
547,15975644,User546,617,France,Male,25,2,75815.78,1,1,0,90781.02,1
548,15708538,User547,583,France,Male,50,0,63898.08,1,1,0,104984.21,1
549,15675284,User548,661,France,Female,31,1,148478.77,1,1,0,94053.13,0
550,15898761,User549,505,France,Male,44,5,127549.36,1,1,1,115400.44,0
551,15707568,User550,678,Germany,Female,38,0,33516.51,1,1,1,57141.12,0
552,15643876,User551,667,Spain,Male,41,7,157847.08,3,1,0,127391.01,0
553,15888118,User552,633,France,Female,40,3,101040.19,1,1,1,92749.0,0
554,15785492,User553,597,France,Male,33,1,61714.4,1,1,0,119573.37,1
555,15937832,User554,716,France,Male,39,9,70717.63,1,0,0,127939.83,0
556,15692735,User555,450,Germany,Female,59,4,97793.24,1,1,1,79869.74,0
557,15572038,User556,705,Germany,Female,18,7,89664.55,1,1,0,158551.8,1
558,15598760,User557,679,France,Female,39,2,64842.76,1,1,1,136993.68,0
559,15811814,User558,684,France,Female,43,9,165267.64,1,0,1,77902.37,0
560,15959630,User559,695,Germany,Male,28,5,138718.21,1,0,0,183984.38,0
561,15609973,User560,571,Germany,Male,25,8,63205.31,1,1,0,179390.29,0
562,15602387,User561,618,Germany,Male,60,8,89629.23,1,1,0,22859.91,1
563,15668969,User562,726,France,Male,35,8,43928.48,2,1,1,1000.0,0
564,15787521,User563,701,Germany,Male,59,2,105637.75,1,0,1,67713.95,0
565,15536988,User564,674,France,Female,44,3,89117.21,1,1,0,120773.95,1
566,15790971,User565,468,France,Male,39,1,137623.35,4,0,1,143785.71,1
567,15827795,User566,714,Germany,Male,43,9,125609.94,1,1,1,130514.91,0
568,15849835,User567,790,France,Female,45,1,114651.12,1,1,1,97458.38,0
569,15721562,User568,771,Germany,Female,50,2,46648.87,1,0,0,145441.09,0
570,15812202,User569,678,France,Female,43,6,96231.52,2,1,1,133023.29,0
571,15518031,User570,463,Germany,Female,40,5,52414.61,1,1,0,76783.76,0
572,15835349,User571,763,Germany,Male,40,0,90452.97,1,1,0,107228.11,0
573,15512562,User572,632,France,Female,52,5,109617.21,2,1,0,150249.26,0
574,15989794,User573,346,France,Male,47,5,44568.62,1,0,0,67111.91,1
575,15680162,User574,695,Spain,Male,28,3,97509.43,1,1,1,67654.81,0
576,15997532,User575,470,Germany,Male,32,8,59142.93,2,1,1,57518.33,1
577,15836422,User576,494,France,Male,42,1,138568.83,2,1,0,169724.95,1
578,15815217,User577,573,France,Male,32,7,62626.05,1,1,0,131190.95,0
579,15989940,User578,802,France,Female,35,5,82535.71,1,0,1,139653.78,0
580,15684527,User579,605,France,Female,29,6,140052.12,2,1,0,80287.11,0
581,15712569,User580,682,Germany,Female,36,7,80036.95,1,0,0,97130.97,1
582,15941133,User581,850,Germany,Male,43,0,121340.45,1,1,1,157781.02,0
583,15843195,User582,841,Germany,Male,48,5,89422.56,3,0,0,84906.27,1
584,15866482,User583,637,Germany,Male,39,4,105450.49,1,1,1,156289.31,0
585,15617285,User584,621,Spain,Female,59,6,10074.7,2,0,1,97574.65,0
586,15961643,User585,498,France,Male,38,2,109957.47,1,1,0,97449.73,1
587,15586533,User586,566,France,Male,70,4,56962.72,2,0,0,125617.76,1
588,15661656,User587,701,Spain,Female,49,5,76831.45,1,1,0,140486.5,1
589,15967271,User588,697,Germany,Male,43,1,0.0,2,1,1,184248.09,0
590,15530430,User589,663,Germany,Male,34,1,68334.25,1,1,1,81784.28,0
591,15710355,User590,769,France,Female,18,8,133927.55,1,1,0,180980.73,1
592,15716758,User591,557,France,Female,37,1,124761.29,2,1,1,61646.7,0
593,15538158,User592,643,France,Male,40,1,13726.49,2,1,0,56847.32,0
594,15723445,User593,737,Germany,Female,58,9,68462.3,1,0,1,1000.0,0
595,15995002,User594,720,France,Female,25,8,153236.65,3,1,0,139781.65,0
596,15767547,User595,778,Germany,Male,58,8,160592.74,2,0,1,170952.31,0
597,15650615,User596,697,France,Female,36,0,128131.72,3,1,0,40376.15,0
598,15979417,User597,612,France,Male,46,0,0.0,1,0,0,83036.51,0
599,15699802,User598,693,France,Female,18,1,33438.78,3,1,1,86293.75,0
600,15910603,User599,529,France,Female,40,8,159686.19,2,1,1,23082.8,0
601,15861994,User600,453,Germany,Male,35,4,138535.97,3,0,1,102278.68,1
602,15918117,User601,719,France,Female,45,0,156183.11,1,0,0,113488.71,0
603,15993213,User602,643,France,Male,39,8,168055.89,1,0,1,74488.4,0
604,15852535,User603,687,France,Female,27,3,138536.26,2,0,0,49201.25,0
605,15756909,User604,446,France,Male,48,0,113472.71,2,0,1,105443.44,0
606,15605855,User605,606,France,Male,45,9,8969.87,1,1,0,127974.39,0
607,15591248,User606,578,Germany,Male,44,9,249977.56,1,0,1,30023.45,0
608,15621576,User607,546,France,Male,49,9,102191.54,3,1,1,94088.08,0
609,15652052,User608,379,France,Female,50,7,54691.48,2,1,1,126279.19,0
610,15748389,User609,609,Germany,Female,38,4,179787.08,1,1,0,1000.0,1
611,15583237,User610,757,France,Male,25,6,86894.35,1,0,0,114718.05,0
612,15670824,User611,695,France,Female,25,7,104756.66,1,1,1,182766.71,0
613,15918554,User612,577,France,Male,52,3,91485.88,1,1,1,36399.64,0
614,15824117,User613,648,Germany,Male,46,3,140600.23,1,1,0,162754.5,1
615,15748065,User614,740,Germany,Male,40,2,98213.6,2,0,1,84668.73,0
616,15668571,User615,318,Germany,Male,34,8,48131.28,1,1,0,128549.9,0
617,15623367,User616,635,France,Male,39,7,100064.25,1,1,0,91265.81,1
618,15576454,User617,715,Spain,Male,39,3,87099.35,2,0,0,43342.58,0
619,15635498,User618,731,Spain,Male,35,0,83012.83,1,1,0,15525.98,1
620,15551542,User619,850,France,Female,32,2,72321.86,1,1,0,215489.1,0
621,15679852,User620,786,Germany,Female,60,6,24126.09,2,1,0,33802.1,0
622,15566259,User621,687,France,Female,41,1,157502.33,2,1,1,85881.39,0
623,15575204,User622,686,Germany,Female,32,6,116929.93,1,0,0,168734.08,0
624,15590222,User623,744,France,Male,25,6,148255.14,2,1,1,113969.71,0
625,15538104,User624,585,Germany,Male,31,8,77999.83,1,1,1,107685.66,1
626,15780039,User625,645,France,Female,46,5,53989.13,1,1,1,1000.0,0
627,15797923,User626,758,Germany,Male,46,3,30949.9,2,0,1,68994.33,1
628,15858879,User627,850,Germany,Male,36,9,77370.66,2,1,1,34204.06,0
629,15755475,User628,630,Germany,Male,39,6,94282.08,1,1,1,11609.29,0
630,15766827,User629,644,France,Male,35,1,131729.91,1,1,1,116929.7,0
631,15673263,User630,673,France,Male,27,6,182945.11,1,1,1,139789.77,0
632,15705231,User631,811,France,Male,52,8,142833.99,1,1,1,61600.54,0
633,15836053,User632,646,Germany,Male,42,5,33866.13,1,0,1,67472.76,0
634,15741254,User633,826,France,Male,63,9,35479.88,2,0,0,120261.71,1
635,15929319,User634,534,France,Female,31,8,110370.22,1,1,0,142231.21,1
636,15652239,User635,627,Germany,Female,37,7,49931.6,1,0,0,47655.06,1
637,15767450,User636,626,Germany,Male,47,8,131496.62,1,1,1,156433.74,0
638,15764032,User637,744,France,Male,36,1,113936.57,1,1,0,145051.23,1
639,15631556,User638,775,Germany,Female,25,5,54952.65,2,1,0,99471.72,0
640,15721310,User639,468,Spain,Female,29,1,121075.81,2,0,1,44960.22,1
641,15617286,User640,540,France,Female,40,9,156149.97,2,1,1,126978.54,0
642,15981836,User641,690,Germany,Male,42,0,59210.22,2,0,1,133011.89,0
643,15834346,User642,570,Spain,Female,38,5,102032.16,2,1,0,185246.35,0
644,15946499,User643,467,France,Female,49,3,34996.39,2,1,0,69910.27,0
645,15769942,User644,774,France,Male,48,1,91031.27,1,1,0,176760.5,1
646,15686842,User645,709,France,Male,42,7,71371.16,2,1,0,82027.34,0
647,15564736,User646,709,Spain,Male,39,7,135520.62,2,1,1,125083.26,0
648,15687537,User647,592,France,Male,36,1,98358.93,4,1,1,93785.79,0
649,15826631,User648,773,France,Male,44,0,144897.42,1,1,1,103395.9,0
650,15686361,User649,621,France,Female,48,4,121758.77,2,1,1,171143.74,1
651,15819937,User650,781,France,Male,39,0,44536.98,1,1,1,65863.26,0
652,15764334,User651,540,France,Female,43,0,30926.51,1,0,0,139885.47,1
653,15613692,User652,547,France,Male,35,4,76780.99,3,0,1,86177.65,0
654,15593713,User653,674,France,Male,24,6,86632.07,1,0,1,97539.57,0
655,15599948,User654,565,France,Male,28,2,77532.69,1,0,1,64251.47,0
656,15938475,User655,731,Germany,Male,46,0,75288.64,1,1,1,109102.45,0
657,15694106,User656,681,France,Male,43,9,122235.12,1,0,0,1638.93,0
658,15658770,User657,539,France,Female,54,7,131400.81,1,0,1,86641.66,0
659,15751026,User658,658,France,Female,39,4,70438.43,1,1,0,148905.5,0
660,15538856,User659,607,France,Female,47,6,68028.85,3,0,0,140566.28,0
661,15640124,User660,759,Germany,Male,52,3,62168.24,2,1,1,19816.05,0
662,15936527,User661,574,France,Male,48,1,99452.61,2,0,1,44411.76,0
663,15758758,User662,597,France,Female,32,1,69620.22,1,1,1,79126.81,0
664,15785318,User663,795,Spain,Male,37,6,19631.12,1,0,1,191222.18,0
665,15683660,User664,850,Spain,Male,40,9,91030.83,2,0,0,78443.82,1
666,15548866,User665,850,Germany,Male,29,3,10689.89,1,1,0,98961.42,0
667,15977747,User666,657,Germany,Female,43,2,109788.83,1,1,1,87380.13,0
668,15777135,User667,676,France,Male,49,5,116659.98,1,1,1,114343.35,0
669,15648091,User668,834,Spain,Male,34,0,36074.64,4,0,0,54766.79,1
670,15804716,User669,635,Spain,Female,58,5,86896.12,2,1,1,112153.97,0
671,15934597,User670,532,France,Male,36,6,55940.09,2,1,1,122821.28,0
672,15689344,User671,664,France,Female,36,2,71491.51,1,1,0,150670.25,0
673,15867880,User672,704,France,Female,36,2,226419.31,2,0,1,56220.07,0
674,15586171,User673,550,Germany,Female,31,4,101125.06,1,1,0,143814.97,1
675,15838041,User674,452,France,Female,43,7,114948.04,2,0,1,193967.79,0
676,15879663,User675,477,France,Male,39,7,90552.67,1,1,0,138337.74,1
677,15642212,User676,729,France,Female,55,6,132754.97,2,1,1,133219.06,0
678,15503690,User677,558,Germany,Female,45,8,61632.71,1,1,0,1000.0,1
679,15554933,User678,633,Germany,Female,44,4,124138.97,1,1,1,165387.25,0
680,15824091,User679,675,Germany,Female,36,8,71658.09,1,1,0,193824.29,1
681,15746960,User680,724,France,Male,24,2,117821.15,1,0,0,159648.37,0
682,15952949,User681,609,Germany,Female,38,5,62381.05,2,1,1,124545.94,0
683,15775906,User682,709,Germany,Female,30,3,37481.2,1,0,0,140510.79,0
684,15937801,User683,543,France,Male,48,8,239481.41,1,1,1,247492.71,1
685,15545454,User684,606,Germany,Male,38,4,178450.78,1,1,1,64639.54,0
686,15949186,User685,527,France,Female,55,1,75463.99,1,1,1,79822.71,0
687,15993056,User686,785,France,Female,46,7,19502.26,2,1,1,153955.48,0
688,15621470,User687,646,Germany,Female,47,9,59080.2,1,1,0,112329.42,0
689,15818730,User688,561,Spain,Female,41,7,63607.55,1,0,1,1000.0,1
690,15713109,User689,607,France,Male,41,0,86297.83,1,1,1,110738.91,0
691,15899105,User690,623,France,Female,45,3,31383.71,4,1,1,116845.62,0
692,15733541,User691,734,France,Female,48,8,53528.72,1,0,1,53681.72,0
693,15970519,User692,458,France,Female,31,0,88445.17,1,1,1,118461.44,1
694,15744502,User693,525,Germany,Male,43,7,132922.76,1,1,0,111865.84,0
695,15858360,User694,604,Spain,Male,65,3,2571.27,2,1,1,10847.74,0
696,15701378,User695,850,Germany,Male,38,3,90367.36,3,0,1,125183.24,1
697,15707047,User696,764,Germany,Female,36,6,62886.44,1,1,1,205959.46,0
698,15814122,User697,636,France,Female,32,7,39389.41,1,1,0,186033.65,0
699,15609866,User698,735,France,Male,24,6,102358.89,1,0,0,43788.07,0
700,15834428,User699,850,France,Female,50,9,42675.13,1,0,0,34413.81,0
701,15958940,User700,621,France,Female,39,2,89016.61,2,0,1,102688.36,0
702,15896709,User701,606,France,Female,41,1,115964.77,2,1,1,113623.05,1
703,15812611,User702,795,Germany,Male,57,3,92814.39,2,1,1,33544.78,1
704,15632864,User703,709,Germany,Female,64,6,52139.01,1,1,1,63075.06,0
705,15534497,User704,730,France,Female,30,4,242926.98,1,1,1,166991.61,0
706,15717062,User705,589,France,Male,49,0,197657.29,3,0,0,111776.5,1
707,15849496,User706,850,Germany,Male,45,4,78228.91,1,1,0,151091.4,1
708,15513783,User707,850,Germany,Female,42,6,71244.39,1,1,1,98142.28,0
709,15523123,User708,717,Germany,Male,43,5,182393.84,1,1,0,150543.54,0
710,15508342,User709,732,France,Female,38,0,116657.69,2,1,0,73464.63,0
711,15537163,User710,406,France,Female,54,8,45909.39,1,1,0,74053.95,1
712,15603620,User711,726,France,Male,45,6,146947.43,2,1,1,52667.81,0
713,15925699,User712,626,Spain,Male,42,4,57268.87,2,0,1,4656.75,0
714,15600237,User713,702,France,Female,51,0,114618.66,2,1,0,80027.33,0
